Tenure,Gender,Geography,salary_quantiles,balance_quantiles,age_quantiles,CreditScore,NumOfProducts,HasCrCard,Exited
1,Male,Spain,fifth,fifth,second,744,1,1,0
6,Male,Germany,seventh,sixth,sixth,692,4,1,1
7,Male,Spain,sixth,sixth,seventh,526,2,1,0
9,Female,Spain,third,third,sixth,749,1,1,1
2,Male,Spain,sixth,first,fifth,679,1,1,0
7,Male,Germany,third,fifth,first,754,2,0,0
2,Female,Spain,seventh,first,fourth,633,2,0,0
2,Male,Germany,second,fifth,first,600,1,0,0
8,Male,Spain,sixth,first,sixth,645,2,1,0
10,Male,Spain,sixth,first,sixth,508,1,1,0
8,Female,Germany,first,fourth,fourth,706,1,0,0
3,Female,Germany,fifth,fifth,fifth,577,1,0,1
8,Female,Germany,fifth,sixth,third,578,1,1,0
7,Female,Germany,second,sixth,sixth,656,1,1,1
2,Male,Spain,fifth,first,fourth,544,2,0,0
9,Female,Spain,sixth,third,first,588,1,1,1
8,Female,Spain,third,first,second,740,2,0,0
7,Male,Spain,sixth,fifth,fourth,850,1,0,0
4,Male,Germany,first,fifth,second,766,2,1,0
0,Male,Germany,second,fourth,sixth,517,1,1,1
4,Male,Germany,sixth,fifth,fifth,696,1,0,0
7,Female,Germany,seventh,sixth,third,473,1,1,0
8,Female,Germany,first,fourth,fifth,742,1,0,1
8,Female,Germany,fifth,fourth,seventh,834,3,1,1
10,Male,Spain,second,first,first,590,1,1,1
7,Female,Spain,second,first,second,516,1,1,0
4,Female,Germany,sixth,fifth,fourth,798,1,1,0
6,Male,Germany,seventh,fourth,seventh,612,1,1,0
7,Female,Spain,first,first,second,719,2,1,0
5,Male,Spain,fourth,fourth,second,796,2,0,0
0,Male,Germany,first,sixth,fifth,579,1,1,1
7,Female,Germany,first,fourth,fourth,850,1,1,0
6,Male,Spain,third,sixth,third,599,1,0,0
2,Male,Spain,sixth,fourth,fourth,773,2,1,0
5,Male,Spain,first,first,fourth,805,2,1,0
9,Male,Germany,fifth,fourth,sixth,548,1,0,1
3,Male,Spain,third,third,fifth,586,1,1,0
7,Female,Spain,sixth,first,second,558,2,1,0
7,Female,Germany,seventh,sixth,fourth,634,2,1,0
9,Male,Germany,seventh,fifth,fourth,655,1,1,0
6,Female,Germany,second,fourth,first,619,2,1,0
7,Male,Spain,third,third,second,705,1,1,0
8,Female,Spain,fourth,first,third,527,1,1,1
7,Female,Germany,fourth,third,first,630,1,1,0
10,Male,Germany,first,sixth,third,580,2,1,0
4,Male,Germany,third,fourth,seventh,638,2,1,0
0,Male,Spain,fourth,first,first,644,2,1,0
7,Male,Spain,first,fourth,first,708,1,1,0
10,Female,Spain,fourth,first,first,521,1,1,0
5,Female,Spain,third,first,first,767,2,1,0
5,Male,Spain,sixth,first,second,525,2,1,0
1,Male,Spain,first,first,fourth,759,2,1,0
1,Female,Germany,second,fifth,sixth,520,1,1,1
4,Male,Spain,fifth,first,fourth,548,1,1,0
9,Male,Spain,sixth,fourth,sixth,535,1,1,1
4,Male,Spain,fourth,seventh,seventh,615,1,1,0
7,Male,Germany,second,fourth,fourth,850,2,0,0
9,Female,Spain,fourth,first,third,726,2,0,0
7,Female,Spain,fifth,first,third,694,1,1,1
6,Male,Spain,first,fifth,first,698,2,0,0
1,Male,Spain,first,third,fifth,769,1,1,0
3,Male,Germany,seventh,sixth,fifth,850,2,0,0
5,Female,Spain,fifth,sixth,sixth,646,2,1,1
8,Male,Spain,second,sixth,second,487,1,1,0
2,Female,Germany,first,fifth,fourth,740,2,1,0
5,Female,Spain,sixth,fifth,third,612,2,1,0
8,Male,Spain,third,seventh,fourth,655,2,0,0
5,Male,Spain,fifth,first,second,711,2,1,0
7,Female,Germany,sixth,fourth,first,624,1,1,0
5,Male,Spain,fourth,first,first,597,2,0,0
4,Male,Spain,first,first,sixth,682,1,1,0
1,Female,Germany,fifth,sixth,fourth,549,2,1,0
2,Male,Germany,fourth,seventh,seventh,593,2,0,0
9,Male,Spain,first,first,fourth,536,2,1,0
0,Male,Spain,third,first,fifth,592,2,1,0
4,Female,Spain,second,first,sixth,723,2,1,0
1,Male,Germany,fourth,fourth,sixth,452,2,0,0
4,Male,Spain,seventh,first,fifth,552,2,0,0
9,Female,Germany,fourth,fifth,first,479,1,0,0
9,Male,Germany,fifth,fourth,seventh,668,1,1,1
3,Male,Spain,fifth,first,fifth,707,2,1,0
7,Male,Spain,fifth,seventh,fourth,754,2,1,1
5,Male,Germany,fourth,fourth,sixth,544,1,0,1
8,Male,Spain,second,first,second,718,2,1,0
7,Female,Germany,fourth,fifth,fourth,691,1,1,1
2,Male,Spain,first,fourth,sixth,576,2,1,0
4,Male,Spain,sixth,seventh,third,629,2,0,0
8,Male,Spain,second,fifth,sixth,625,1,1,0
5,Female,Germany,fourth,third,third,471,2,1,0
2,Female,Germany,third,sixth,fourth,660,1,0,0
9,Male,Germany,sixth,fourth,second,609,1,1,0
2,Female,Spain,sixth,first,fifth,659,1,0,1
8,Male,Germany,third,fourth,fourth,725,1,1,0
1,Male,Germany,third,fifth,fourth,519,1,1,1
9,Female,Germany,fourth,fifth,second,562,1,1,0
7,Male,Germany,third,seventh,sixth,482,1,1,1
3,Male,Spain,first,seventh,fourth,535,2,1,0
2,Female,Germany,third,third,second,850,1,0,0
3,Male,Germany,fourth,sixth,fifth,601,2,1,0
7,Male,Germany,second,sixth,fourth,712,2,1,0
8,Male,Spain,third,seventh,fourth,600,1,1,0
4,Male,Germany,third,seventh,fifth,642,1,1,0
9,Male,Germany,third,fourth,sixth,575,2,1,1
5,Female,Germany,fourth,third,seventh,570,1,0,0
9,Male,Germany,sixth,sixth,sixth,532,1,1,1
6,Male,Spain,second,first,second,833,1,1,1
6,Female,Spain,fourth,first,third,642,2,1,0
9,Male,Germany,seventh,fifth,sixth,736,1,1,1
3,Male,Germany,fourth,fifth,first,762,2,1,0
5,Male,Germany,sixth,sixth,third,703,2,1,0
3,Female,Germany,seventh,fourth,first,581,1,1,1
1,Male,Germany,fifth,third,third,462,2,1,0
2,Male,Spain,fifth,first,third,596,2,0,0
2,Male,Spain,fifth,first,fourth,850,2,1,0
6,Female,Spain,fourth,first,second,465,2,1,0
7,Male,Spain,third,first,second,736,1,0,0
7,Female,Germany,seventh,third,third,501,1,0,0
4,Male,Germany,first,third,fifth,533,2,0,0
2,Female,Germany,third,seventh,third,632,2,0,0
4,Female,Germany,third,fifth,second,667,2,1,0
8,Female,Spain,second,first,first,699,2,1,0
8,Male,Spain,sixth,fifth,fourth,497,2,1,0
6,Female,Spain,sixth,sixth,second,780,1,1,0
10,Female,Germany,second,fifth,first,779,2,1,0
3,Female,Spain,seventh,seventh,sixth,693,1,1,0
7,Female,Spain,fourth,first,first,530,2,1,0
3,Female,Spain,first,fifth,second,738,2,0,0
2,Male,Germany,second,sixth,second,690,2,1,0
6,Male,Spain,fourth,first,third,643,2,1,0
8,Male,Germany,fourth,fifth,fifth,632,4,1,1
10,Female,Spain,third,fourth,second,727,2,0,0
3,Female,Germany,first,seventh,fourth,754,1,1,0
8,Male,Spain,fourth,first,second,794,2,0,0
5,Female,Germany,fifth,seventh,first,756,1,0,1
7,Female,Germany,fourth,sixth,first,488,2,1,0
7,Male,Germany,first,seventh,seventh,710,2,0,0
8,Female,Spain,third,first,fifth,619,3,1,1
7,Male,Spain,fourth,fifth,seventh,657,1,0,0
3,Male,Spain,second,fifth,seventh,617,1,1,0
5,Male,Germany,fourth,third,fifth,568,4,1,1
1,Male,Germany,first,fourth,first,608,1,0,0
4,Male,Spain,first,first,second,503,2,1,0
8,Female,Germany,fifth,fourth,fourth,608,2,1,0
3,Male,Germany,sixth,fifth,fourth,731,1,0,1
4,Female,Germany,fourth,fourth,fourth,850,2,0,0
4,Female,Germany,third,seventh,third,591,1,1,0
4,Male,Spain,second,first,fourth,579,2,1,0
4,Male,Spain,second,seventh,sixth,775,2,0,1
6,Male,Germany,second,sixth,third,699,1,1,0
5,Female,Germany,second,fourth,sixth,835,2,1,1
3,Male,Germany,third,sixth,fourth,714,2,1,0
4,Female,Spain,fourth,seventh,fifth,581,1,0,0
2,Female,Germany,third,third,first,689,2,0,0
2,Female,Germany,seventh,seventh,sixth,581,1,1,1
0,Male,Germany,third,sixth,second,573,1,1,0
8,Female,Spain,sixth,first,second,449,2,0,0
3,Female,Germany,second,third,second,850,1,0,0
8,Male,Spain,second,fifth,sixth,690,1,0,0
2,Female,Spain,fourth,first,sixth,599,2,1,0
7,Male,Spain,second,first,sixth,802,1,0,0
3,Male,Spain,fifth,first,second,522,2,1,0
7,Female,Germany,seventh,fifth,fourth,502,1,0,0
2,Female,Spain,sixth,first,seventh,730,2,1,0
6,Male,Germany,sixth,third,third,590,2,1,0
9,Male,Germany,first,sixth,third,458,2,1,0
6,Male,Spain,first,sixth,fifth,553,1,1,0
10,Male,Spain,fourth,first,fifth,707,2,1,0
1,Male,Spain,second,fifth,fourth,636,1,1,0
9,Male,Germany,seventh,fifth,second,598,2,1,0
6,Male,Germany,second,fifth,sixth,762,3,0,1
5,Male,Germany,third,third,fifth,663,1,1,0
1,Male,Germany,sixth,fourth,sixth,631,1,1,1
1,Female,Germany,third,fourth,sixth,725,1,0,1
2,Male,Spain,seventh,first,third,674,2,1,0
1,Female,Germany,first,fifth,second,775,2,1,0
8,Male,Germany,sixth,fourth,sixth,698,1,1,0
1,Male,Germany,third,fourth,second,608,2,1,0
4,Female,Spain,fourth,first,first,670,2,1,0
8,Male,Spain,second,first,fourth,591,2,0,0
3,Male,Germany,second,fourth,second,596,2,0,0
5,Female,Germany,first,fourth,third,395,1,1,1
1,Male,Germany,seventh,sixth,fourth,578,1,1,0
4,Male,Germany,first,fourth,seventh,547,3,1,1
9,Male,Germany,sixth,sixth,third,774,1,1,0
9,Female,Germany,second,sixth,first,585,2,1,0
8,Female,Spain,seventh,fifth,third,708,1,0,0
9,Male,Germany,second,fourth,fifth,690,2,0,0
7,Female,Spain,third,sixth,second,537,1,1,0
9,Male,Germany,sixth,fifth,sixth,705,1,0,1
1,Female,Spain,first,first,third,652,2,1,0
9,Male,Spain,first,first,first,696,1,0,0
2,Male,Spain,fourth,seventh,fifth,743,2,0,1
3,Male,Germany,fifth,fourth,sixth,532,1,1,1
9,Female,Spain,sixth,first,second,642,2,1,0
6,Female,Germany,second,fourth,sixth,554,1,1,1
3,Female,Spain,second,first,third,604,2,1,0
9,Female,Spain,fourth,fifth,seventh,757,4,1,1
4,Male,Germany,fifth,fourth,first,491,1,1,0
7,Female,Germany,fifth,fifth,third,850,1,0,0
2,Male,Spain,sixth,third,second,690,1,0,0
4,Male,Spain,third,fifth,seventh,633,1,1,1
7,Male,Spain,first,first,first,563,2,0,0
7,Male,Germany,fifth,seventh,fifth,696,1,1,0
1,Female,Spain,third,sixth,sixth,535,3,0,1
6,Female,Germany,fifth,fourth,sixth,766,1,1,0
4,Male,Spain,third,first,fifth,557,2,0,0
4,Female,Germany,seventh,sixth,sixth,788,1,1,1
7,Female,Germany,second,fourth,second,726,2,1,0
4,Male,Germany,seventh,fourth,first,583,2,1,0
5,Male,Germany,sixth,fourth,sixth,565,2,1,1
4,Male,Spain,second,fourth,fifth,685,2,1,0
9,Female,Germany,sixth,seventh,first,658,1,1,0
9,Male,Spain,sixth,fifth,seventh,559,1,1,1
9,Female,Germany,sixth,sixth,seventh,738,1,0,1
3,Female,Germany,sixth,fifth,first,642,1,1,0
5,Male,Spain,sixth,sixth,second,618,1,0,0
0,Female,Spain,first,first,first,729,2,1,1
5,Male,Germany,seventh,fourth,seventh,743,1,1,1
3,Female,Spain,seventh,fifth,third,667,2,1,0
7,Female,Spain,third,fourth,fifth,790,1,0,0
2,Male,Germany,third,sixth,third,727,1,1,0
8,Male,Germany,fourth,fourth,third,629,1,1,0
6,Female,Spain,fifth,first,third,608,2,1,0
4,Female,Germany,third,fifth,third,536,1,0,0
1,Female,Spain,seventh,fourth,fifth,730,1,1,0
8,Male,Germany,second,fourth,fourth,583,1,0,0
8,Male,Spain,fifth,first,fourth,790,2,1,0
1,Female,Germany,second,sixth,fourth,807,1,1,0
6,Female,Spain,fourth,first,seventh,627,1,0,1
1,Male,Germany,third,fifth,sixth,551,1,0,1
8,Male,Germany,third,sixth,third,637,2,1,0
8,Male,Spain,fifth,fifth,second,699,2,1,0
1,Male,Germany,fifth,fourth,sixth,640,1,0,0
5,Female,Spain,seventh,first,fifth,660,3,1,1
4,Male,Spain,fifth,fifth,fifth,618,1,0,0
9,Female,Germany,sixth,seventh,sixth,650,3,1,1
1,Male,Germany,sixth,sixth,fourth,413,2,1,0
0,Female,Germany,sixth,fourth,first,416,2,1,0
8,Male,Spain,seventh,first,third,629,2,1,0
4,Female,Spain,first,fifth,fourth,678,1,1,0
6,Male,Spain,third,fifth,first,527,2,1,0
5,Female,Spain,seventh,fifth,sixth,743,2,0,1
9,Male,Germany,second,fifth,seventh,683,1,1,0
0,Male,Spain,fifth,sixth,sixth,663,1,1,1
5,Female,Spain,fifth,first,seventh,524,1,1,1
1,Male,Germany,sixth,fifth,third,603,1,1,1
3,Male,Spain,fifth,fifth,second,720,2,1,0
1,Female,Germany,second,fourth,second,606,2,0,0
7,Female,Spain,fifth,first,fourth,621,2,0,1
3,Male,Germany,first,sixth,fifth,753,1,1,1
7,Female,Spain,second,first,fourth,574,2,1,0
3,Female,Spain,seventh,fourth,first,611,2,1,0
4,Female,Germany,fourth,fifth,fifth,593,2,1,0
2,Male,Germany,seventh,seventh,fifth,466,2,1,0
0,Female,Germany,third,fifth,third,741,2,1,0
2,Female,Germany,second,sixth,fifth,684,2,0,0
9,Female,Spain,fourth,third,second,550,1,1,0
9,Male,Spain,sixth,third,first,593,1,1,0
9,Male,Germany,second,seventh,sixth,601,1,0,1
5,Female,Spain,sixth,first,second,676,2,0,0
0,Male,Germany,third,fourth,seventh,850,1,1,1
2,Female,Spain,third,first,sixth,649,1,1,1
7,Male,Spain,fourth,fifth,fifth,509,1,0,0
8,Male,Germany,third,seventh,second,806,1,1,1
4,Male,Spain,sixth,fourth,fifth,729,2,1,0
1,Female,Spain,seventh,first,seventh,689,2,1,0
1,Female,Germany,first,third,first,672,1,1,0
5,Female,Germany,second,fourth,sixth,602,1,0,1
6,Male,Spain,fourth,first,fourth,790,2,1,0
8,Female,Spain,fifth,first,first,754,2,0,0
0,Female,Germany,second,sixth,sixth,606,2,0,0
8,Male,Spain,seventh,fifth,fifth,652,1,1,0
7,Male,Spain,fifth,seventh,sixth,743,1,1,0
5,Female,Germany,fourth,fifth,fourth,627,1,1,1
6,Male,Spain,third,fifth,fourth,713,2,0,0
3,Female,Spain,sixth,fifth,fourth,678,1,1,0
1,Male,Spain,fourth,first,fourth,540,1,0,0
3,Female,Germany,sixth,sixth,second,615,2,1,0
5,Male,Spain,first,seventh,sixth,415,1,1,0
2,Male,Germany,fourth,third,second,623,1,1,0
1,Male,Spain,third,sixth,fourth,632,1,1,1
6,Female,Germany,second,fourth,fourth,693,1,1,0
9,Male,Spain,fourth,first,third,529,1,1,0
3,Female,Spain,third,sixth,second,619,1,0,0
6,Female,Spain,fourth,fifth,fourth,680,2,1,0
2,Male,Germany,first,fifth,sixth,693,2,0,1
6,Female,Spain,fourth,seventh,first,636,2,1,0
5,Male,Spain,fifth,first,fifth,538,2,1,0
5,Female,Germany,third,sixth,fifth,566,2,0,0
0,Male,Spain,sixth,fifth,third,597,1,1,0
6,Male,Spain,sixth,third,sixth,615,1,1,0
5,Male,Germany,fourth,third,sixth,606,1,1,0
2,Female,Germany,fourth,fifth,second,564,1,0,1
6,Male,Spain,seventh,first,first,730,2,1,0
4,Male,Germany,fourth,sixth,second,678,1,1,1
5,Female,Germany,seventh,third,fifth,583,1,1,0
10,Female,Germany,third,sixth,third,651,1,1,1
5,Male,Germany,third,third,fifth,497,1,0,1
5,Male,Spain,sixth,first,sixth,648,1,1,1
8,Male,Germany,second,sixth,fourth,606,2,1,0
3,Male,Germany,sixth,sixth,fifth,619,2,1,0
2,Male,Spain,seventh,first,fifth,719,2,1,0
5,Male,Germany,first,third,first,640,1,1,0
5,Female,Germany,first,third,third,753,2,0,0
5,Female,Germany,first,third,fourth,617,3,1,1
4,Female,Germany,fifth,fourth,fifth,595,2,1,1
6,Female,Germany,second,seventh,fourth,455,1,0,0
2,Male,Germany,first,sixth,sixth,596,1,0,1
1,Female,Spain,seventh,fifth,seventh,585,1,1,1
6,Male,Germany,second,third,fifth,850,3,0,1
1,Female,Germany,seventh,fifth,fourth,738,2,0,0
8,Male,Spain,fifth,third,sixth,619,1,1,1
9,Female,Spain,sixth,fourth,fifth,513,2,1,0
7,Male,Spain,first,first,first,563,2,0,0
7,Female,Spain,first,first,second,607,3,0,0
9,Female,Germany,third,seventh,sixth,628,2,1,0
4,Female,Spain,third,third,sixth,521,2,0,1
4,Female,Germany,sixth,fourth,sixth,669,1,0,1
4,Male,Germany,seventh,fourth,third,700,2,1,0
4,Female,Spain,third,first,second,671,2,0,0
1,Female,Germany,first,seventh,third,651,3,1,1
9,Male,Spain,first,fourth,first,604,1,0,0
10,Female,Spain,fourth,first,fourth,836,2,1,0
9,Female,Germany,fourth,fourth,seventh,511,1,0,0
9,Male,Spain,sixth,sixth,first,622,1,1,0
3,Female,Spain,third,sixth,fourth,521,1,0,0
3,Male,Germany,first,third,second,571,1,1,0
5,Male,Spain,sixth,fourth,third,748,1,1,0
1,Male,Germany,fifth,sixth,first,814,2,1,0
2,Male,Spain,sixth,first,first,433,2,1,0
3,Female,Germany,third,fourth,fourth,637,1,1,1
5,Female,Spain,fifth,first,second,525,2,0,0
5,Female,Germany,fifth,fifth,third,793,1,1,0
1,Male,Germany,sixth,fourth,sixth,638,1,1,1
1,Female,Germany,second,third,sixth,840,1,0,1
5,Male,Spain,fifth,first,fourth,504,2,0,0
4,Male,Germany,fourth,third,fourth,533,2,1,0
7,Female,Germany,first,seventh,sixth,445,1,1,1
4,Male,Germany,fifth,fifth,first,643,1,1,0
0,Female,Germany,second,fifth,sixth,652,2,1,1
0,Female,Germany,fourth,seventh,second,525,2,1,0
1,Female,Spain,fourth,seventh,sixth,662,1,0,1
8,Male,Germany,fifth,seventh,sixth,724,1,1,0
1,Male,Germany,fourth,sixth,fourth,581,1,1,1
4,Male,Spain,second,first,fourth,685,2,1,0
3,Male,Germany,second,seventh,third,647,1,1,0
9,Female,Germany,fifth,fourth,fourth,785,1,0,0
6,Female,Germany,sixth,fifth,seventh,794,1,1,1
4,Male,Germany,third,fifth,fourth,687,1,0,0
6,Female,Germany,sixth,fifth,second,527,1,1,0
6,Female,Germany,seventh,sixth,seventh,576,1,1,1
7,Female,Spain,sixth,first,seventh,525,2,0,0
8,Male,Germany,sixth,seventh,first,727,1,1,0
9,Female,Germany,sixth,fifth,first,671,1,1,0
7,Male,Germany,second,fourth,second,643,2,1,0
5,Male,Spain,second,first,first,539,2,1,0
7,Male,Germany,sixth,fourth,sixth,498,2,0,0
0,Female,Spain,first,first,second,696,2,1,0
1,Female,Germany,seventh,third,second,655,2,1,0
7,Male,Spain,fifth,first,first,601,2,0,0
2,Male,Spain,second,sixth,first,586,1,1,0
8,Female,Germany,sixth,sixth,sixth,591,1,1,1
1,Female,Germany,fourth,fifth,fourth,761,2,1,0
5,Female,Spain,first,first,second,771,2,1,0
9,Female,Germany,sixth,fourth,fifth,673,1,1,0
5,Male,Spain,fourth,fifth,first,568,2,0,0
8,Male,Spain,third,first,second,606,2,1,0
1,Female,Germany,fourth,fifth,sixth,678,2,0,0
3,Female,Germany,fifth,fourth,first,636,1,0,0
6,Female,Spain,first,fourth,fifth,657,1,1,0
6,Male,Spain,third,first,seventh,596,2,1,0
5,Male,Spain,second,first,second,694,1,1,0
7,Female,Spain,second,first,fifth,729,2,1,1
6,Male,Germany,seventh,fourth,fifth,588,2,1,0
7,Female,Spain,first,first,second,611,2,1,0
1,Female,Spain,fourth,first,third,717,2,1,0
3,Male,Germany,third,fifth,second,556,2,1,0
2,Female,Spain,seventh,first,fifth,685,2,0,0
7,Male,Spain,seventh,sixth,sixth,605,1,1,0
10,Male,Germany,third,third,fifth,758,1,1,0
8,Male,Germany,fourth,seventh,first,608,2,1,0
1,Female,Germany,seventh,sixth,third,683,2,0,0
4,Male,Spain,first,first,second,660,1,1,0
4,Male,Germany,second,third,fourth,668,1,1,0
4,Male,Germany,third,sixth,second,850,1,1,0
8,Male,Spain,seventh,first,second,506,2,0,0
3,Male,Spain,first,fourth,second,588,1,0,0
8,Female,Spain,fifth,first,first,622,2,1,0
10,Female,Spain,second,first,fifth,758,2,1,0
0,Female,Spain,seventh,first,third,827,2,0,0
5,Female,Spain,sixth,first,third,654,2,0,0
8,Male,Spain,fifth,first,sixth,619,2,1,0
8,Male,Spain,seventh,sixth,first,642,1,1,0
1,Female,Spain,second,seventh,second,472,1,0,0
4,Male,Spain,third,fifth,second,470,1,1,0
5,Male,Spain,fifth,seventh,first,640,2,1,0
5,Female,Spain,fourth,sixth,sixth,454,1,1,0
3,Male,Spain,fifth,seventh,sixth,621,1,0,0
7,Male,Germany,fifth,fifth,fourth,795,2,1,0
7,Male,Spain,second,fourth,fifth,630,1,0,0
8,Male,Germany,seventh,fifth,second,573,1,1,0
8,Male,Spain,seventh,sixth,first,561,1,0,0
9,Male,Germany,sixth,fifth,fourth,651,1,0,0
10,Male,Spain,fourth,fourth,fourth,787,1,1,0
7,Male,Germany,fourth,fourth,fourth,661,2,1,1
8,Male,Germany,seventh,sixth,sixth,681,1,0,1
3,Male,Germany,seventh,fourth,sixth,436,2,1,1
8,Female,Germany,fourth,fourth,fourth,607,1,1,1
0,Female,Germany,fourth,fifth,seventh,850,1,0,1
3,Female,Germany,fifth,fifth,third,666,2,0,0
10,Female,Spain,sixth,fifth,seventh,808,1,0,0
4,Male,Spain,first,seventh,first,515,2,1,0
5,Female,Spain,third,seventh,seventh,663,1,0,1
3,Male,Germany,first,third,seventh,824,2,0,0
2,Female,Germany,fourth,third,sixth,699,2,0,0
8,Female,Germany,fourth,sixth,fourth,603,1,0,0
8,Male,Spain,fifth,first,sixth,628,1,0,1
10,Female,Germany,third,sixth,second,804,1,1,0
10,Female,Germany,sixth,third,sixth,454,1,1,1
9,Male,Spain,fourth,seventh,sixth,631,1,0,0
2,Male,Spain,first,fourth,fourth,715,2,1,0
9,Male,Germany,fifth,sixth,third,573,2,1,0
2,Female,Germany,third,sixth,fourth,670,1,0,0
9,Male,Spain,second,fourth,fifth,613,1,1,0
9,Female,Germany,seventh,sixth,sixth,555,1,1,1
3,Male,Spain,second,first,seventh,552,1,1,0
3,Male,Spain,fourth,first,fourth,640,1,1,0
9,Female,Spain,seventh,third,first,684,1,0,0
7,Male,Spain,fifth,fifth,fourth,624,1,1,0
7,Male,Spain,first,sixth,fourth,661,1,1,0
3,Female,Spain,second,seventh,first,627,1,0,0
3,Male,Spain,sixth,fifth,fourth,812,2,1,0
2,Male,Spain,second,fourth,third,717,2,0,0
1,Male,Spain,third,sixth,first,693,1,0,0
5,Female,Germany,second,sixth,second,638,1,1,1
7,Male,Spain,fifth,third,sixth,608,1,1,0
6,Male,Spain,fourth,first,fifth,599,2,1,0
7,Male,Germany,sixth,fifth,first,747,1,1,0
8,Female,Spain,fourth,first,fifth,621,1,0,0
6,Female,Germany,seventh,sixth,sixth,679,2,1,0
9,Female,Germany,sixth,fifth,second,728,2,1,0
5,Male,Spain,fourth,fourth,fifth,621,1,1,0
6,Male,Germany,second,fifth,fourth,825,1,0,0
6,Female,Spain,seventh,sixth,fourth,487,1,0,0
7,Female,Germany,second,third,fourth,600,2,1,0
3,Male,Spain,seventh,seventh,third,606,1,0,0
7,Male,Germany,first,fifth,sixth,623,1,0,1
6,Male,Spain,seventh,seventh,sixth,577,1,1,0
2,Male,Germany,third,fourth,sixth,693,1,1,0
8,Male,Spain,first,first,fifth,637,1,1,1
9,Male,Germany,fifth,fifth,second,709,2,1,0
9,Female,Germany,second,third,fifth,546,2,1,0
3,Male,Germany,third,sixth,seventh,576,1,1,1
3,Male,Germany,fourth,seventh,fifth,481,1,1,0
0,Male,Spain,fifth,third,third,606,1,0,0
5,Male,Spain,fifth,first,fourth,568,2,1,0
0,Male,Germany,seventh,third,sixth,669,2,1,0
10,Female,Spain,fourth,seventh,first,581,1,1,1
1,Female,Spain,first,first,fifth,529,2,0,0
9,Male,Germany,fourth,seventh,third,707,2,1,0
8,Female,Germany,sixth,sixth,sixth,469,3,0,1
2,Female,Germany,sixth,third,first,594,2,1,0
6,Male,Spain,fifth,first,fifth,715,2,1,0
6,Male,Germany,first,third,third,724,2,1,0
3,Male,Germany,third,fifth,first,714,2,1,0
5,Male,Germany,fifth,fifth,first,465,1,1,0
5,Female,Spain,fourth,seventh,fourth,689,1,0,0
9,Female,Germany,fourth,fourth,fourth,527,2,1,0
5,Male,Spain,fourth,first,third,738,2,1,0
1,Female,Germany,first,fourth,sixth,546,1,1,1
4,Male,Germany,second,sixth,sixth,576,1,1,0
6,Male,Germany,fourth,fifth,sixth,727,2,1,1
5,Male,Spain,fifth,fourth,fifth,605,1,0,0
6,Female,Spain,sixth,sixth,first,564,1,1,0
3,Female,Germany,third,sixth,sixth,593,2,1,1
0,Female,Germany,seventh,third,first,736,1,0,0
8,Male,Spain,second,seventh,second,675,1,1,0
1,Female,Spain,first,fourth,second,656,1,1,0
2,Female,Spain,sixth,first,second,685,3,1,1
0,Female,Germany,fourth,sixth,third,850,2,1,0
3,Female,Germany,seventh,fifth,sixth,636,1,1,1
9,Female,Spain,third,first,fourth,614,2,1,0
3,Male,Spain,seventh,first,first,631,2,1,0
2,Male,Germany,first,fifth,sixth,733,2,1,0
7,Female,Germany,fourth,sixth,sixth,754,1,1,1
8,Male,Spain,third,fifth,first,690,1,1,0
6,Male,Germany,seventh,fifth,sixth,610,1,1,1
2,Male,Spain,fifth,fourth,fifth,575,1,0,0
4,Female,Spain,sixth,fifth,fifth,674,1,1,0
7,Male,Spain,seventh,first,fifth,457,2,0,0
3,Female,Germany,sixth,third,fifth,584,1,1,0
6,Male,Germany,fifth,fifth,first,744,2,1,0
3,Female,Spain,fourth,first,sixth,688,2,0,0
5,Female,Spain,first,first,fourth,733,2,1,0
5,Male,Spain,first,first,fifth,666,2,1,0
1,Female,Spain,seventh,first,fourth,511,1,1,0
3,Female,Germany,fourth,fifth,sixth,705,3,1,1
2,Male,Germany,first,third,second,658,2,0,0
4,Female,Germany,fifth,fifth,fifth,649,1,1,0
0,Male,Spain,seventh,fourth,first,597,2,1,0
7,Female,Spain,first,third,fourth,679,1,0,0
1,Male,Spain,fifth,sixth,fifth,668,1,0,0
9,Male,Germany,third,third,first,659,1,1,0
1,Male,Germany,fourth,fifth,fourth,628,1,1,1
7,Male,Spain,second,third,sixth,708,1,1,0
2,Male,Spain,seventh,fifth,fourth,550,2,1,0
6,Male,Germany,fourth,fourth,first,501,1,1,0
8,Male,Germany,fifth,fifth,fifth,431,2,1,0
4,Male,Spain,sixth,fifth,fourth,719,1,1,0
7,Male,Germany,third,fourth,third,850,1,1,0
6,Female,Germany,fourth,sixth,second,554,1,1,0
7,Male,Spain,sixth,first,second,715,1,1,0
3,Female,Spain,sixth,seventh,second,750,1,0,1
2,Male,Germany,fifth,fourth,fourth,766,2,0,0
6,Female,Spain,seventh,fifth,fourth,652,2,1,0
5,Male,Germany,first,seventh,third,574,1,1,0
8,Male,Spain,first,fifth,third,738,1,1,0
4,Male,Spain,first,fourth,second,679,1,1,0
3,Female,Spain,third,fourth,sixth,617,1,0,0
3,Female,Germany,fourth,fourth,first,677,1,1,0
8,Male,Spain,first,fifth,fourth,613,1,1,0
5,Female,Spain,seventh,first,second,584,2,1,0
7,Female,Germany,first,fifth,sixth,510,1,1,0
