,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
5771,623,Spain,Male,44,1,83325.77,1,0,1,80828.78
5773,523,Spain,Female,36,8,113680.54,1,0,0,13197.44
5774,706,Germany,Male,31,1,117020.08,2,1,0,54439.53
5776,593,Germany,Female,39,8,151391.68,1,1,0,27274.6
5777,608,Spain,Male,66,8,123935.35,1,1,1,65758.19
5779,684,Spain,Male,40,2,70291.02,1,1,1,115468.84
5780,604,Germany,Female,42,10,166031.45,1,1,0,98293.14
5781,636,Germany,Male,36,6,96643.32,1,0,0,182059.28
5782,669,Spain,Female,33,8,0.0,2,0,1,128538.05
5787,729,Germany,Male,26,4,97268.1,2,1,0,39356.38
5789,689,Germany,Female,55,1,76296.81,1,1,0,42364.75
5790,486,Spain,Male,27,7,0.0,2,1,0,28823.04
5791,809,Germany,Female,42,6,64497.94,3,0,1,182436.81
5793,763,Spain,Female,32,8,0.0,2,1,0,16725.53
5796,554,Spain,Female,45,4,0.0,2,1,1,193412.05
5798,732,Spain,Male,54,0,134249.7,1,0,1,13404.4
5801,584,Spain,Female,50,1,0.0,1,0,1,152567.75
5803,526,Spain,Male,38,2,0.0,2,0,0,58010.98
5804,625,Germany,Female,35,5,86147.46,2,1,0,163440.8
5805,537,Spain,Female,38,1,96939.06,1,1,1,102606.92
5806,696,Spain,Male,47,1,106758.6,1,1,1,80591.18
5810,495,Spain,Female,42,7,0.0,2,0,0,130404.53
5811,537,Spain,Female,38,6,141786.78,1,0,1,147797.54
5814,618,Germany,Female,40,1,133245.52,2,1,1,54495.82
5815,802,Germany,Female,41,4,90757.64,2,0,1,169183.66
5817,613,Germany,Male,69,9,78778.49,1,0,1,8751.59
5818,592,Germany,Female,34,6,102143.93,2,1,1,102628.98
5820,721,Germany,Male,37,4,98459.6,1,0,0,90821.66
5821,671,Germany,Female,47,7,114603.76,2,1,0,153194.32
5822,624,Spain,Male,35,2,0.0,2,1,0,87310.59
5823,751,Germany,Female,51,7,148074.79,1,1,0,146411.41
5824,636,Spain,Male,36,1,0.0,3,1,1,74048.1
5825,607,Spain,Female,62,8,108004.64,1,1,1,23386.77
5826,509,Germany,Female,29,0,107712.57,2,1,1,92898.17
5827,653,Spain,Male,35,9,0.0,2,1,1,45956.05
5828,709,Spain,Female,37,8,0.0,3,1,0,71738.56
5830,684,Germany,Male,37,4,138476.41,2,1,1,52367.29
5833,656,Germany,Female,49,9,97092.87,1,1,0,74771.22
5835,609,Spain,Male,37,5,129312.79,1,1,1,26793.82
5836,618,Germany,Female,29,10,100315.1,2,1,1,32526.64
5838,669,Spain,Male,51,3,88827.53,1,0,0,85250.77
5839,594,Germany,Male,40,0,152092.44,2,1,1,83508.93
5840,616,Spain,Male,71,4,0.0,2,1,1,173599.38
5842,608,Spain,Female,38,9,102406.76,1,0,1,57600.66
5845,530,Germany,Male,33,9,75242.28,1,0,1,101694.67
5846,509,Spain,Male,29,1,0.0,2,1,0,69113.14
5848,758,Germany,Male,33,0,129142.54,2,1,1,26606.28
5850,631,Germany,Female,22,6,139129.92,1,1,1,63747.51
5851,576,Spain,Male,33,3,0.0,2,0,1,190112.05
5852,544,Spain,Male,22,3,66483.32,1,0,1,110317.39
5853,596,Germany,Male,40,5,62389.03,3,1,0,148623.43
5856,512,Spain,Male,31,6,0.0,2,1,0,168462.26
5859,721,Spain,Male,38,7,0.0,1,0,1,53534.8
5867,627,Germany,Male,62,3,143426.34,2,1,1,143104.3
5869,562,Germany,Male,31,2,112708.2,1,0,1,186370.3
5872,658,Spain,Male,21,7,0.0,2,0,1,154279.87
5878,604,Germany,Male,36,10,113546.3,1,1,1,134875.37
5881,794,Spain,Male,31,0,144880.34,2,0,1,175643.44
5884,552,Germany,Male,38,10,132271.12,2,1,1,46562.02
5886,607,Germany,Male,40,5,90594.55,1,0,1,181598.25
5887,675,Germany,Female,33,0,141816.25,1,1,0,64815.05
5892,588,Germany,Male,35,3,104356.38,1,1,0,94498.82
5893,605,Spain,Female,48,10,150315.92,1,0,1,133486.36
5895,738,Germany,Male,37,7,140950.92,2,1,0,195333.98
5896,744,Spain,Male,30,1,128065.12,1,1,0,121525.48
5904,692,Germany,Male,45,6,142084.04,4,1,0,188305.85
5907,526,Spain,Male,66,7,132044.6,2,1,1,158365.89
5908,749,Spain,Female,46,9,66582.81,1,1,0,78753.12
5913,679,Spain,Male,42,2,0.0,1,1,1,168294.27
5914,754,Germany,Male,27,7,117578.35,2,0,1,87908.01
5916,633,Spain,Female,39,2,0.0,2,0,0,191207.03
5918,600,Germany,Male,28,2,116623.31,1,0,1,59905.29
5919,645,Spain,Male,49,8,0.0,2,1,0,162012.6
5921,508,Spain,Male,54,10,0.0,1,1,1,175749.36
5925,706,Germany,Female,39,8,112889.91,1,0,1,6723.66
5927,577,Germany,Female,43,3,127940.47,1,0,0,125140.72
5928,578,Germany,Female,36,8,129745.1,1,1,1,143683.75
5931,656,Germany,Female,46,7,141535.52,1,1,0,50595.15
5935,544,Spain,Male,37,2,0.0,2,0,0,135067.02
5936,588,Spain,Female,22,9,67178.19,1,1,1,163534.75
5937,740,Spain,Female,31,8,0.0,2,0,0,86657.48
5938,850,Spain,Male,38,7,115378.94,1,0,1,162087.82
5939,766,Germany,Male,30,4,127786.28,2,1,1,28879.3
5942,517,Germany,Male,53,0,109172.88,1,1,0,54676.1
5944,696,Germany,Male,43,4,114091.38,1,0,1,159888.1
5948,473,Germany,Female,35,7,131504.73,1,1,0,189560.43
5949,742,Germany,Female,44,8,107926.02,1,0,1,17375.27
5950,834,Germany,Female,57,8,112281.6,3,1,0,140225.14
5952,590,Spain,Male,29,10,0.0,1,1,1,51907.72
5953,516,Spain,Female,31,7,0.0,1,1,0,47018.75
5956,798,Germany,Female,38,4,129055.13,1,1,0,157147.59
5957,612,Germany,Male,76,6,96166.88,1,1,1,191393.26
5959,719,Spain,Female,33,7,0.0,2,1,0,20016.59
5961,796,Spain,Male,32,5,102773.15,2,0,1,117832.88
5962,579,Germany,Male,42,0,144386.32,1,1,1,22497.1
5963,850,Germany,Female,40,7,104449.8,1,1,1,747.88
5964,599,Spain,Male,35,6,137102.65,1,0,0,76870.81
5967,773,Spain,Male,37,2,103195.2,2,1,0,178268.36
5971,805,Spain,Male,37,5,0.0,2,1,0,21928.81
5972,548,Germany,Male,49,9,108437.89,1,0,0,127022.87
5978,586,Spain,Male,41,3,63873.56,1,1,0,83753.64
5980,558,Spain,Female,31,7,0.0,2,1,0,166720.28
5981,634,Germany,Female,37,7,143258.85,2,1,0,192721.98
5982,655,Germany,Male,37,9,121342.24,1,1,1,180241.44
5983,619,Germany,Female,28,6,99152.73,2,1,0,48475.12
5985,705,Spain,Male,33,7,68423.89,1,1,1,64872.55
5986,527,Spain,Female,35,8,0.0,1,1,0,98031.53
5987,630,Germany,Female,25,7,79656.81,1,1,0,93524.22
5994,580,Germany,Male,35,10,136281.41,2,1,1,24799.47
5996,638,Germany,Male,62,4,108716.59,2,1,1,74241.09
5998,644,Spain,Male,28,0,0.0,2,1,0,119419.37
6003,708,Spain,Male,19,7,112615.86,1,1,1,4491.77
6004,521,Spain,Female,22,10,0.0,1,1,1,101311.95
6008,767,Spain,Female,24,5,0.0,2,1,1,67445.85
6009,525,Spain,Male,33,5,0.0,2,1,0,161002.29
6010,759,Spain,Male,38,1,0.0,2,1,0,20778.39
6011,520,Germany,Female,45,1,123086.39,1,1,1,41042.4
6013,548,Spain,Male,37,4,0.0,1,1,0,121763.68
6014,535,Spain,Male,48,9,109472.47,1,1,0,157358.43
6015,615,Spain,Male,59,4,155766.05,1,1,1,110275.17
6016,850,Germany,Male,38,7,101985.81,2,0,0,43801.27
6019,726,Spain,Female,35,9,0.0,2,0,1,100556.98
6022,694,Spain,Female,35,7,0.0,1,1,0,133570.43
6024,698,Spain,Male,27,6,125427.37,2,0,0,27654.44
6026,769,Spain,Male,41,1,72509.91,1,1,0,25723.73
6027,850,Germany,Male,44,3,140393.65,2,0,1,186285.52
6028,646,Spain,Female,50,5,142644.64,2,1,1,142208.5
6030,487,Spain,Male,33,8,145729.71,1,1,0,41365.85
6031,740,Germany,Female,40,2,122295.17,2,1,1,30812.84
6033,612,Spain,Female,36,5,119799.27,2,1,0,159416.58
6034,655,Spain,Male,37,8,163708.58,2,0,0,76259.23
6037,711,Spain,Male,32,5,0.0,2,1,1,147720.27
6038,624,Germany,Female,27,7,104848.68,1,1,1,167387.36
6039,597,Spain,Male,26,5,0.0,2,0,1,95159.13
6040,682,Spain,Male,46,4,0.0,1,1,1,4654.28
6045,549,Germany,Female,37,1,130622.34,2,1,1,128499.94
6046,593,Germany,Male,69,2,187013.13,2,0,1,105898.69
6047,536,Spain,Male,40,9,0.0,2,1,1,11959.03
6049,592,Spain,Male,41,0,0.0,2,1,0,65906.07
6051,723,Spain,Female,45,4,0.0,2,1,0,37214.39
6052,452,Germany,Male,52,1,98443.14,2,0,0,92033.98
6053,552,Spain,Male,42,4,0.0,2,0,0,195692.3
6055,479,Germany,Female,23,9,123575.51,1,0,1,95148.28
6058,668,Germany,Male,56,9,110993.79,1,1,0,134396.64
6059,707,Spain,Male,44,3,0.0,2,1,1,135077.01
6060,754,Spain,Male,39,7,157691.98,2,1,0,133600.89
6061,544,Germany,Male,47,5,105245.21,1,0,0,99922.08
6062,718,Spain,Male,32,8,0.0,2,1,1,41399.33
6065,691,Germany,Female,37,7,123067.63,1,1,1,98162.44
6069,576,Spain,Male,52,2,100549.43,2,1,1,16644.16
6070,629,Spain,Male,35,4,174588.8,2,0,1,158420.14
6071,625,Spain,Male,52,8,121161.57,1,1,0,48988.28
6073,471,Germany,Female,36,5,90063.74,2,1,1,96366.7
6077,660,Germany,Female,37,2,133200.09,1,0,0,71433.88
6079,609,Germany,Male,31,9,103837.75,1,1,1,150218.11
6080,659,Spain,Female,42,2,0.0,1,0,0,162734.31
6082,725,Germany,Male,40,8,104149.66,1,1,0,62027.9
6083,519,Germany,Male,38,1,114141.64,1,1,1,60988.21
6084,562,Germany,Female,31,9,117153.0,1,1,1,108675.01
6085,482,Germany,Male,45,7,156353.46,1,1,0,72643.95
6086,535,Spain,Male,37,3,175534.78,2,1,1,9241.52
6091,850,Germany,Female,33,2,83415.04,1,0,1,74917.64
6092,601,Germany,Male,43,3,141859.12,2,1,1,111249.62
6093,712,Germany,Male,38,7,132767.66,2,1,1,59115.77
6095,600,Spain,Male,37,8,177657.35,1,1,1,77142.32
6096,642,Germany,Male,41,4,157777.58,1,1,0,67484.6
6097,575,Germany,Male,47,9,107915.94,2,1,1,63452.18
6098,570,Germany,Female,57,5,86568.75,1,0,1,103660.31
6099,532,Germany,Male,52,9,137755.76,1,1,0,163191.99
6101,833,Spain,Male,32,6,0.0,1,1,1,44323.22
6102,642,Spain,Female,36,6,0.0,2,1,1,97938.59
6104,736,Germany,Male,50,9,116309.01,1,1,0,185360.4
6106,762,Germany,Male,28,3,125155.83,2,1,1,106024.02
6107,703,Germany,Male,35,5,140691.08,2,1,0,167810.26
6109,581,Germany,Female,26,3,105099.45,1,1,1,184520.0
6112,462,Germany,Male,34,1,94682.56,2,1,0,138478.2
6113,596,Spain,Male,36,2,0.0,2,0,1,125557.95
6117,850,Spain,Male,37,2,0.0,2,1,0,119969.99
6123,465,Spain,Female,33,6,0.0,2,1,1,95500.98
6124,736,Spain,Male,32,7,0.0,1,0,1,79082.62
6125,501,Germany,Female,34,7,93244.42,1,0,1,199805.63
6129,533,Germany,Male,43,4,80442.06,2,0,1,12537.42
6130,632,Germany,Female,35,2,150561.03,2,0,0,64722.61
6133,667,Germany,Female,33,4,127076.68,2,1,0,69011.66
6134,699,Spain,Female,25,8,0.0,2,1,1,52404.47
6135,497,Spain,Male,37,8,128650.11,2,1,1,163641.53
6136,780,Spain,Female,33,6,145580.61,1,1,1,154598.56
6143,779,Germany,Female,24,10,122200.31,2,1,0,43705.56
6144,693,Spain,Female,46,3,151709.33,1,1,0,180736.24
6145,530,Spain,Female,22,7,0.0,2,1,0,104170.48
6146,738,Spain,Female,33,3,122134.4,2,0,1,27867.59
6147,690,Germany,Male,31,2,137260.45,2,1,0,55387.28
6149,643,Spain,Male,34,6,0.0,2,1,1,116046.22
6150,632,Germany,Male,41,8,127205.32,4,1,0,93874.87
6151,727,Spain,Female,31,10,96997.09,2,0,0,76614.04
6154,754,Germany,Female,39,3,160761.41,1,1,1,24156.03
6156,794,Spain,Male,33,8,0.0,2,0,0,91340.02
6159,756,Germany,Female,26,5,155143.52,1,0,1,135034.57
6163,488,Germany,Female,28,7,139246.22,2,1,0,106799.49
6164,710,Germany,Male,58,7,170113.0,2,0,1,10494.64
6165,619,Spain,Female,41,8,0.0,3,1,1,79866.73
6167,657,Spain,Male,75,7,126273.95,1,0,1,91673.6
6171,617,Spain,Male,61,3,113858.95,1,1,1,38129.22
6172,568,Germany,Male,43,5,87612.64,4,1,1,107155.4
6174,608,Germany,Male,26,1,106648.98,1,0,1,7063.6
6175,503,Spain,Male,31,4,0.0,2,1,1,21645.06
6176,608,Germany,Female,38,8,103653.51,2,1,1,137079.86
6177,731,Germany,Male,37,3,116880.53,1,0,0,172718.35
6178,850,Germany,Female,40,4,97990.49,2,0,0,106691.02
6179,591,Germany,Female,34,4,150635.3,1,1,1,72274.84
6180,579,Spain,Male,37,4,0.0,2,1,1,32246.63
6184,775,Spain,Male,48,4,178144.91,2,0,0,50168.41
6185,699,Germany,Male,36,6,147137.74,1,1,1,33687.9
6188,835,Germany,Female,47,5,108289.28,2,1,1,45859.55
6189,714,Germany,Male,39,3,149887.49,2,1,0,63846.36
6190,581,Spain,Female,43,4,170172.9,1,0,1,100236.02
6193,689,Germany,Female,28,2,64808.32,2,0,0,78591.15
6197,581,Germany,Female,54,2,152508.99,1,1,0,187597.98
6198,573,Germany,Male,31,0,134644.19,1,1,1,70381.49
6199,449,Spain,Female,33,8,0.0,2,0,0,156792.89
6200,850,Germany,Female,31,3,51293.47,1,0,0,35534.68
6202,690,Spain,Male,49,8,116622.73,1,0,1,51011.29
6203,599,Spain,Female,49,2,0.0,2,1,0,111190.53
6206,802,Spain,Male,51,7,0.0,1,0,1,40855.79
6210,522,Spain,Male,30,3,0.0,2,1,0,145490.85
6211,502,Germany,Female,40,7,117304.29,1,0,0,196278.32
6212,730,Spain,Female,62,2,0.0,2,1,1,162889.1
6213,590,Germany,Male,36,6,92340.69,2,1,1,174667.58
6214,458,Germany,Male,35,9,146780.52,2,1,1,3476.38
6215,553,Spain,Male,41,6,144974.55,1,1,1,19344.92
6218,707,Spain,Male,43,10,0.0,2,1,0,118368.2
6219,636,Spain,Male,37,1,115137.26,1,1,0,52484.01
6225,598,Germany,Male,32,9,123938.6,2,1,0,198894.42
6226,762,Germany,Male,46,6,123571.77,3,0,1,57014.17
6228,663,Germany,Male,42,5,90248.79,1,1,1,79169.73
6231,631,Germany,Male,48,1,106396.48,1,1,1,150661.42
6232,725,Germany,Female,47,1,104887.43,1,0,0,86622.56
6235,674,Spain,Male,36,2,0.0,2,1,1,182787.17
6241,775,Germany,Female,33,1,118897.1,2,1,1,26362.4
6242,698,Germany,Male,52,8,96781.39,1,1,1,153373.71
6243,608,Germany,Male,33,1,102772.67,2,1,0,70705.58
6244,670,Spain,Female,20,4,0.0,2,1,0,119759.24
6245,591,Spain,Male,39,8,0.0,2,0,0,42392.24
6252,596,Germany,Male,32,3,96709.07,2,0,0,41788.37
6253,395,Germany,Female,34,5,106011.59,1,1,1,17376.57
6254,578,Germany,Male,37,1,135650.88,1,1,0,199428.19
6255,547,Germany,Male,55,4,111362.76,3,1,0,16922.28
6257,774,Germany,Male,36,9,130809.77,1,1,0,152290.28
6259,585,Germany,Female,28,9,135337.49,2,1,1,40385.61
6261,708,Spain,Female,35,8,122570.69,1,0,0,199005.88
6264,690,Germany,Male,44,9,100368.63,2,0,0,35342.33
6266,537,Spain,Female,33,7,136082.0,1,1,0,62746.54
6267,705,Germany,Male,48,9,114169.16,1,0,0,173273.2
6269,652,Spain,Female,36,1,0.0,2,1,1,19302.78
6270,696,Spain,Male,24,9,0.0,1,0,0,10883.52
6273,743,Spain,Male,43,2,161807.18,2,0,1,93228.86
6274,532,Germany,Male,52,3,110791.97,1,1,0,148704.77
6275,642,Spain,Female,33,9,0.0,2,1,1,150475.14
6276,554,Germany,Female,54,6,108755.0,1,1,0,40914.32
6277,604,Spain,Female,34,3,0.0,2,1,0,38587.7
6279,757,Spain,Female,55,9,117294.12,4,1,0,94187.47
6280,491,Germany,Male,26,4,102251.14,1,1,1,145900.89
6285,850,Germany,Female,35,7,114285.2,1,0,1,129660.59
6287,690,Spain,Male,32,2,76087.98,1,0,1,151822.66
6289,633,Spain,Male,63,4,114552.6,1,1,0,73856.28
6291,563,Spain,Male,24,7,0.0,2,0,0,16319.56
6294,696,Germany,Male,42,7,162318.61,1,1,0,121061.89
6295,535,Spain,Female,50,1,140292.58,3,0,0,69531.22
6301,766,Germany,Female,45,6,97652.96,1,1,0,127332.33
6302,557,Spain,Male,42,4,0.0,2,0,1,86642.38
6303,788,Germany,Female,49,4,137455.99,1,1,0,184178.29
6305,726,Germany,Female,33,7,99046.31,2,1,1,56053.06
6307,583,Germany,Male,27,4,105907.42,2,1,1,195732.04
6308,565,Germany,Male,52,5,97720.35,2,1,0,175070.94
6310,685,Spain,Male,43,4,97392.18,2,1,0,43956.83
6312,658,Germany,Female,28,9,152812.58,1,1,0,166682.57
6315,559,Spain,Male,67,9,125919.35,1,1,0,175910.95
6318,738,Germany,Female,57,9,148384.64,1,0,0,155047.11
6319,642,Germany,Female,19,3,113905.48,1,1,1,176137.2
6320,618,Spain,Male,32,5,133476.09,1,0,1,154843.4
6324,729,Spain,Female,28,0,0.0,2,1,1,31165.06
6325,743,Germany,Male,59,5,108585.35,1,1,1,192127.22
6327,667,Spain,Female,36,3,121542.57,2,1,1,186841.71
6328,790,Spain,Female,41,7,109508.68,1,0,0,86776.38
6329,727,Germany,Male,34,2,146407.11,1,1,1,72073.72
6331,629,Germany,Male,35,8,112330.83,1,1,1,91001.02
6334,608,Spain,Female,35,6,0.0,2,1,1,143463.28
6336,536,Germany,Female,35,4,121520.36,1,0,0,77178.42
6337,730,Spain,Female,43,1,103960.38,1,1,1,193650.16
6338,583,Germany,Male,39,8,102945.01,1,0,0,52861.89
6340,790,Spain,Male,37,8,0.0,2,1,1,149418.41
6341,807,Germany,Female,40,1,134590.21,1,1,1,46253.65
6343,627,Spain,Female,55,6,0.0,1,0,0,91943.94
6346,551,Germany,Male,50,1,121399.98,1,0,1,84508.44
6347,637,Germany,Male,35,8,147127.81,2,1,1,84760.7
6348,699,Spain,Male,31,8,125927.51,2,1,0,147661.47
6350,640,Germany,Male,48,1,111599.32,1,0,1,135995.58
6354,660,Spain,Female,42,5,0.0,3,1,1,189016.24
6355,618,Spain,Male,41,4,115251.64,1,0,0,136435.75
6359,650,Germany,Female,45,9,152367.21,3,1,0,150835.21
6360,413,Germany,Male,39,1,130969.77,2,1,1,158891.79
6361,416,Germany,Female,25,0,97738.97,2,1,1,160523.33
6362,629,Spain,Male,34,8,0.0,2,1,1,180595.02
6363,678,Spain,Female,40,4,113794.22,1,1,0,16618.76
6364,527,Spain,Male,28,6,128396.33,2,1,0,79919.97
6365,743,Spain,Female,48,5,118207.69,2,0,0,186489.14
6366,683,Germany,Male,73,9,124730.26,1,1,1,51999.5
6368,663,Spain,Male,52,0,136298.65,1,1,0,144593.3
6375,524,Spain,Female,64,5,0.0,1,1,0,136079.64
6380,603,Germany,Male,35,1,123407.69,1,1,0,152541.89
6381,720,Spain,Male,33,3,123783.91,2,1,1,142903.44
6385,606,Germany,Female,32,1,106301.85,2,0,1,59061.25
6386,621,Spain,Female,40,7,0.0,2,0,1,131283.6
6388,753,Germany,Male,44,3,138076.47,1,1,0,15523.09
6390,574,Spain,Female,37,7,0.0,2,1,0,32262.28
6392,611,Spain,Female,28,3,96381.68,2,1,0,181419.29
6393,593,Germany,Female,41,4,119703.1,2,1,1,109783.29
6394,466,Germany,Male,41,2,152102.18,2,1,0,181879.56
6395,741,Germany,Female,36,0,127675.39,2,1,0,74260.16
6396,684,Germany,Female,44,2,133776.86,2,0,1,49865.04
6397,550,Spain,Female,33,9,72788.03,1,1,1,103608.06
6398,593,Spain,Male,26,9,76226.9,1,1,0,167564.82
6399,601,Germany,Male,48,9,163630.76,1,0,1,41816.49
6400,676,Spain,Female,30,5,0.0,2,0,0,179066.58
6403,850,Germany,Male,55,0,98710.89,1,1,1,83617.17
6404,649,Spain,Female,49,2,0.0,1,1,0,84863.85
6405,509,Spain,Male,41,7,126683.8,1,0,1,114775.53
6407,806,Germany,Male,30,8,168078.83,1,1,0,85028.36
6408,729,Spain,Male,44,4,107726.93,2,1,0,153064.87
6410,689,Spain,Female,63,1,0.0,2,1,1,186526.12
6411,672,Germany,Female,21,1,35741.69,1,1,0,28789.94
6412,602,Germany,Female,53,5,98268.84,1,0,1,45038.29
6417,790,Spain,Male,37,6,0.0,2,1,1,119484.01
6418,754,Spain,Female,27,8,0.0,2,0,0,121821.16
6420,606,Germany,Female,47,0,137138.2,2,0,1,53784.22
6423,652,Spain,Male,41,8,115144.68,1,1,0,188905.43
6426,743,Spain,Male,45,7,157332.26,1,1,0,125424.42
6428,627,Germany,Female,39,5,124586.93,1,1,0,93132.61
6429,713,Spain,Male,38,6,116980.78,2,0,1,76038.38
6430,678,Spain,Female,40,3,128398.38,1,1,0,168658.3
6431,540,Spain,Male,39,1,0.0,1,0,1,108419.41
6432,615,Germany,Female,33,3,137657.25,2,1,1,171657.57
6433,415,Spain,Male,53,5,167259.44,1,1,1,22357.25
6436,623,Germany,Male,33,2,80002.33,1,1,1,104079.62
6439,632,Spain,Male,37,1,138207.08,1,1,0,60778.11
6444,693,Germany,Female,37,6,95900.04,1,1,1,38196.24
6446,529,Spain,Male,34,9,0.0,1,1,1,93208.22
6447,619,Spain,Female,31,3,141751.82,1,0,1,61531.86
6448,680,Spain,Female,37,6,124140.57,2,1,0,92826.35
6449,693,Germany,Male,45,2,116546.59,2,0,0,23140.28
6451,636,Spain,Female,29,6,157576.47,2,1,1,101102.39
6452,538,Spain,Male,43,5,0.0,2,1,0,126933.73
6453,566,Germany,Female,44,5,141428.99,2,0,0,68408.74
6454,597,Spain,Male,35,0,127510.99,1,1,1,155356.34
6457,615,Spain,Male,51,6,81818.49,1,1,1,169149.38
6459,606,Germany,Male,45,5,63832.43,1,1,1,93707.8
6464,564,Germany,Female,33,2,115761.51,1,0,1,112350.21
6465,730,Spain,Male,26,6,0.0,2,1,1,185808.7
6466,678,Germany,Male,32,4,139626.01,1,1,1,118235.52
6470,583,Germany,Female,41,5,77647.6,1,1,0,190429.52
6472,651,Germany,Female,34,10,148962.46,1,1,0,66389.43
6475,497,Germany,Male,41,5,80542.81,1,0,0,88729.22
6479,648,Spain,Male,49,5,0.0,1,1,0,149946.43
6481,606,Germany,Male,39,8,136000.45,2,1,0,31708.53
6483,619,Germany,Male,41,3,147974.16,2,1,0,170518.83
6484,719,Spain,Male,44,2,0.0,2,1,0,196582.19
6485,640,Germany,Male,26,5,90402.77,1,1,1,3298.65
6492,753,Germany,Female,35,5,82453.96,2,0,0,18254.75
6495,617,Germany,Female,39,5,83348.89,3,1,0,7953.62
6496,595,Germany,Female,44,4,96553.52,2,1,0,143952.24
6503,455,Germany,Female,37,6,170057.62,1,0,1,54398.56
6505,596,Germany,Male,48,2,131326.47,1,0,0,1140.02
6506,585,Spain,Female,56,1,128472.8,1,1,0,186476.91
6508,850,Germany,Male,42,6,84445.68,3,0,1,60021.34
6509,738,Germany,Female,40,1,115409.18,2,0,0,180456.8
6510,619,Spain,Male,46,8,62400.48,1,1,1,132498.39
6513,513,Spain,Female,41,9,107135.04,2,1,1,160546.58
6514,563,Spain,Male,26,7,0.0,2,0,0,6139.74
6516,607,Spain,Female,32,7,0.0,3,0,1,10674.62
6517,628,Germany,Female,51,9,155903.82,2,1,1,71159.84
6518,521,Spain,Female,49,4,82940.25,2,0,0,62413.01
6519,669,Germany,Female,50,4,112650.89,1,0,0,166386.22
6521,700,Germany,Male,35,4,95853.39,2,1,0,192933.37
6523,671,Spain,Female,31,4,0.0,2,0,1,79270.02
6524,651,Germany,Female,35,1,163700.78,3,1,1,29583.48
6528,604,Spain,Male,27,9,101352.78,1,0,0,30252.3
6529,836,Spain,Female,37,10,0.0,2,1,0,111324.41
6530,511,Germany,Female,75,9,105609.17,1,0,1,105425.18
6534,622,Spain,Male,27,9,139834.93,1,1,1,152733.89
6537,521,Spain,Female,39,3,146408.68,1,0,0,72993.67
6540,571,Germany,Male,33,3,71843.15,1,1,0,26772.04
6541,748,Spain,Male,35,5,105492.53,1,1,1,150057.2
6543,814,Germany,Male,29,1,131968.57,2,1,1,147693.92
6545,433,Spain,Male,27,2,0.0,2,1,1,153698.65
6550,637,Germany,Female,39,3,109698.41,1,1,1,88391.29
6551,525,Spain,Female,30,5,0.0,2,0,1,149195.44
6552,793,Germany,Female,34,5,127758.09,1,1,0,143357.03
6553,638,Germany,Male,50,1,102645.48,1,1,0,168359.98
6556,840,Germany,Female,51,1,87779.83,1,0,1,36687.11
6557,504,Spain,Male,40,5,0.0,2,0,0,146703.36
6559,533,Germany,Male,38,4,70362.52,2,1,1,104189.46
6561,445,Germany,Female,48,7,168286.58,1,1,0,16645.77
6563,643,Germany,Male,25,4,115142.9,1,1,1,148098.95
6564,652,Germany,Female,47,0,126597.89,2,1,1,38798.79
6566,525,Germany,Female,30,0,157989.21,2,1,1,100687.67
6567,662,Spain,Female,54,1,187997.15,1,0,0,111442.71
6568,724,Germany,Male,54,8,172192.49,1,1,1,136902.01
6569,581,Germany,Male,38,1,133105.47,1,1,0,105732.9
6570,685,Spain,Male,38,4,0.0,2,1,1,35884.91
6573,647,Germany,Male,35,3,192407.97,1,1,1,40145.28
6574,785,Germany,Female,38,9,107199.75,1,0,0,146398.51
6575,794,Germany,Female,55,6,115796.7,1,1,0,160526.36
6577,687,Germany,Male,38,4,117633.28,1,0,1,88396.6
6580,527,Germany,Female,30,6,126663.51,1,1,1,162267.91
6581,576,Germany,Female,71,6,140273.47,1,1,1,193135.25
6582,525,Spain,Female,60,7,0.0,2,0,1,168034.9
6583,727,Germany,Male,21,8,153344.72,1,1,1,163295.87
6584,671,Germany,Female,23,9,123943.18,1,1,1,159553.27
6586,643,Germany,Male,33,7,98630.31,2,1,1,40250.82
6588,539,Spain,Male,28,5,0.0,2,1,0,48382.4
6589,498,Germany,Male,45,7,109200.74,2,0,1,165990.44
6590,696,Spain,Female,30,0,0.0,2,1,1,9002.8
6593,655,Germany,Female,30,1,83173.98,2,1,1,184259.6
6595,601,Spain,Male,24,7,0.0,2,0,0,144660.42
6598,586,Spain,Male,29,2,132450.24,1,1,1,36176.63
6601,591,Germany,Female,51,8,132508.3,1,1,1,161304.68
6602,761,Germany,Female,38,1,120530.13,2,1,0,109394.62
6605,771,Spain,Female,33,5,0.0,2,1,0,8673.43
6607,673,Germany,Female,41,9,98612.1,1,1,0,151349.35
6611,568,Spain,Male,27,5,126815.97,2,0,1,118648.12
6616,606,Spain,Male,33,8,0.0,2,1,1,63176.77
6617,678,Germany,Female,54,1,123699.28,2,0,1,105221.76
6618,636,Germany,Female,29,3,97325.15,1,0,1,131924.38
6625,657,Spain,Female,41,6,112119.48,1,1,0,17536.82
6628,596,Spain,Male,57,6,0.0,2,1,1,72402.0
6632,694,Spain,Male,31,5,0.0,1,1,0,35593.18
6633,729,Spain,Female,42,7,0.0,2,1,0,58268.2
6639,588,Germany,Male,41,6,106116.56,2,1,0,198766.61
6641,611,Spain,Female,33,7,0.0,2,1,1,3729.89
